## Physlog file version = 2
## AMC Amsterdam (SRN = 71279), Release unify (SWID 22.22)
## Tue 03-10-2017 18:03:34
## 0 0 0 0 0 16 14 11 0 23 23 -10 11 0 11 9 8 -9 0 20 [cal=3, reqid=5]
## Dockable table = FALSE
# v1raw v2raw  v1 v2  ppu resp  gx gy gz mark mark2
-4 -1  -11 -9  1 -2937  -2733 52 -13 0000 0200
-1 0  -11 -9  1 -2937  45 29 -18 0000 0200
1 1  -10 -8  1 -2937  2448 18 -177 0000 0200
0 3  -9 -7  1 -2970  2941 11 -1065 0000 0200
0 3  -8 -7  1 -2970  1982 6 -2892 0000 0200
-3 3  -8 -6  1 -2970  1005 1 -4323 0000 0200
-3 0  -8 -6  1 -2970  439 0 -3279 0000 0200
-4 -1  -8 -6  1 -2970  175 0 74 0000 0200
-6 -3  -8 -6  1 -2970  65 0 3054 0000 0200
-3 -1  -8 -6  1 -2970  22 0 3697 0000 0200
0 1  -7 -5  1 -2970  7 0 2583 0000 0200
4 7  -5 -3  1 -2970  2 0 1335 0000 0200
9 10  -2 0  -62 -2970  0 0 589 0000 0200
12 13  1 2  -125 -3003  0 0 237 0000 0200
10 12  3 5  -125 -3003  0 0 89 0000 0200
9 9  5 6  -125 -3003  0 0 31 0000 0200
6 4  5 5  -125 -3003  0 0 10 0000 0200
3 0  4 3  -218 -3003  28 8 -10 0000 0200
0 -1  2 1  -312 -3003  3 -4 -282 0000 0200
3 0  1 0  -312 -3003  -59 -34 -849 0000 0200
3 3  0 -1  -312 -3003  -46 -32 -1642 0000 0200
6 6  0 -1  -312 -3003  -56 -34 -1951 0000 0200
9 9  0 -1  -355 -3003  51 9 -1651 0000 0200
10 9  0 0  -399 -3003  8 -1 -1030 0000 0200
9 9  1 0  -399 -3003  18 5 -438 0000 0200
10 10  2 0  -399 -3003  9 2 -230 0000 0200
13 13  3 1  -399 -3003  -21 -8 -32 0000 0200
19 19  5 3  -267 -3003  75 28 -71 0000 0200
28 28  8 7  -136 -2937  -3 -1 -12 0000 0200
34 34  13 12  -136 -2937  55 20 -20 0000 0200
39 40  18 17  -136 -2937  -49 -19 -27 0000 0200
39 40  23 22  -136 -2937  -20 -7 46 0000 0200
34 37  26 26  -93 -2937  -18 -6 -20 0000 0200
30 34  27 28  -50 -2937  -33 -12 58 0000 0200
25 28  26 28  -50 -2937  60 22 -37 0000 0200
22 25  25 26  -50 -2937  -2 0 7 0000 0200
18 22  22 24  -50 -2937  68 26 -23 0000 0200
18 21  19 21  -28 -2937  -47 -17 -28 0000 0200
18 21  16 18  -7 -2904  -14 -5 39 0000 0200
18 19  14 16  -7 -2904  -25 -9 -23 0000 0200
18 18  12 14  -7 -2904  -35 -12 63 0000 0200
18 18  11 12  -7 -2904  48 18 -36 0000 0200
18 18  11 11  3 -2904  -3 -1 16 0000 0200
16 16  10 10  14 -2762  76 28 -27 0000 0200
13 12  9 8  14 -2762  -43 -16 -27 0000 0200
9 7  7 6  14 -2762  -6 -2 32 0000 0200
6 4  5 3  14 -2762  -32 -11 -26 0000 0200
1 3  2 0  21 -2762  -36 -12 68 0000 0200
1 3  0 -1  29 -2665  36 14 -34 0000 0200
3 6  -2 -2  29 -2665  -7 -2 26 0000 0200
6 7  -2 -3  29 -2665  83 31 -32 0000 0200
9 9  -2 -2  29 -2665  -36 -13 -26 0000 0200
12 9  -1 -2  30 -2665  0 0 22 0000 0200
12 9  0 -1  31 -2632  -37 -13 -30 0000 0200
12 9  1 0  31 -2632  -33 -11 72 0000 0200
10 7  1 0  31 -2632  25 9 -33 0000 0200
9 6  1 0  31 -2632  -11 -4 36 0000 0200
4 3  0 -1  31 -2632  87 32 -34 0000 0200
1 0  0 -3  31 -2665  -32 -12 -23 0000 0200
-1 -3  -2 -4  31 -2665  8 2 13 0000 0200
-3 -3  -4 -6  31 -2665  -38 -14 -33 0000 0200
0 -1  -5 -8  31 -2665  -29 -10 -8 0000 0200
0 0  -6 -8  31 -2665  14 6 -206 0000 0200
-3 0  -7 -8  31 -2697  -18 -6 -202 0000 0200
-3 0  -8 -8  31 -2697  87 32 -151 0000 0200
-1 0  -8 -8  31 -2697  -21 -8 61 0000 0200
0 0  -8 -8  31 -2697  22 8 176 0000 0200
0 0  -8 -8  30 -2697  -44 -17 134 0000 0200
3 3  -7 -7  30 -2697  -27 -10 119 0000 0200
6 4  -6 -6  30 -2697  5 2 24 0000 0200
6 6  -4 -5  30 -2697  -23 -8 38 0000 0200
6 9  -3 -4  30 -2697  47 18 -3 0000 0200
9 10  -2 -2  29 -2697  -23 -8 192 0000 0200
10 13  0 0  29 -2697  44 16 707 0000 0200
12 15  0 1  29 -2697  78 28 1421 0000 0200
12 13  2 2  29 -2697  67 24 1921 0000 0200
12 12  3 3  29 -2697  9 3 1773 0000 0200
10 12  4 4  28 -2697  -67 -25 1226 0000 0200
9 12  4 5  28 -2730  -53 -19 638 0000 0200
6 12  3 5  28 -2730  -27 -9 283 0000 0200
7 12  3 5  28 -2730  -11 -58 113 0000 0200
9 12  2 5  28 -2730  -3 -835 42 0000 0200
12 15  2 5  28 -2730  0 -2282 14 0000 0200
15 15  3 6  28 -2730  0 -3201 4 0000 0200
15 15  4 7  28 -2730  0 -2034 1 0000 0200
12 12  6 7  28 -2730  0 617 0 0000 0200
9 9  5 6  28 -2730  0 2455 0 0000 0200
6 9  4 5  27 -2730  0 2527 0 0000 0200
6 9  2 3  26 -2665  -6 1545 0 0000 0200
6 9  0 1  26 -2665  -597 746 0 0000 0200
4 7  -1 0  26 -2665  -2072 317 -3 0000 0200
1 1  -3 -2  26 -2665  -3476 127 -9 0000 0200
-3 -1  -5 -4  26 -2665  -2877 54 -14 0000 0200
-6 -6  -7 -6  26 -2600  -183 29 -16 0000 0200
-9 -6  -10 -9  26 -2600  2329 19 -153 0000 0200
-6 -4  -12 -11  26 -2600  2967 13 -965 0000 0200
-4 -3  -13 -12  26 -2600  2070 6 -2750 0000 0200
0 1  -13 -12  25 -2600  1068 1 -4272 0000 0200
4 6  -12 -11  25 -2535  472 0 -3453 0000 0200
7 9  -9 -9  25 -2535  189 0 -218 0000 0200
10 12  -6 -5  25 -2535  70 0 2898 0000 0200
12 12  -3 -2  25 -2535  24 0 3734 0000 0200
12 9  0 0  24 -2535  7 0 2700 0000 0200
12 9  1 0  24 -2437  2 0 1417 0000 0200
10 9  3 1  24 -2437  0 0 631 0000 0200
9 9  3 2  24 -2437  0 0 255 0000 0200
9 9  4 2  24 -2437  0 0 96 0000 0200
9 9  4 2  23 -2437  0 0 34 0000 0200
7 6  3 1  23 -2437  0 0 11 0000 0200
6 6  2 0  23 -2437  0 -41 -9 0000 0200
6 6  1 0  23 -2437  0 -14 -257 0000 0200
6 6  0 0  23 -2437  0 50 -801 0000 0200
6 7  0 0  23 -2437  0 69 -1588 0000 0200
9 9  0 0  23 -2437  0 56 -1931 0000 0200
13 13  0 0  23 -2437  -1 -86 -1704 0000 0200
16 16  1 0  23 -2437  0 -25 -1091 0000 0200
21 19  3 2  23 -2437  0 -43 -501 0000 0200
22 21  6 4  22 -2437  0 1 -250 0000 0200
21 19  8 5  22 -2437  0 25 -35 0000 0200
18 18  9 7  22 -2437  0 -53 -67 0000 0200
18 18  9 7  22 -2437  0 4 1 0000 0200
18 18  10 8  22 -2437  0 -86 -34 0000 0200
18 18  10 8  21 -2437  0 43 -20 0000 0200
18 18  10 8  21 -2275  0 4 23 0000 0200
21 18  10 8  21 -2275  0 37 -16 0000 0200
22 18  11 8  21 -2275  0 38 57 0000 0200
24 18  12 8  21 -2275  0 -34 -26 0000 0200
22 15  12 8  21 -2275  0 11 20 0000 0200
16 13  12 7  21 -2210  -1 -94 -34 0000 0200
12 10  10 6  21 -2210  0 35 -18 0000 0200
7 6  8 4  21 -2210  0 -5 14 0000 0200
4 3  5 1  21 -2210  0 41 -15 0000 0200
3 3  2 0  20 -2210  0 36 54 0000 0200
3 3  0 -2  20 -2145  0 -21 -21 0000 0200
3 3  -1 -3  20 -2145  0 17 26 0000 0200
4 6  -3 -3  20 -2145  -1 -96 -36 0000 0200
6 7  -3 -3  20 -2145  0 28 -15 0000 0200
9 9  -3 -3  20 -2145  0 -16 5 0000 0200
7 9  -2 -2  20 -2080  0 47 -14 0000 0200
6 9  -2 -1  20 -2080  0 34 51 0000 0200
6 9  -2 0  20 -2080  0 -12 -18 0000 0200
9 10  -2 0  20 -2080  0 21 29 0000 0200
12 12  -1 0  19 -2080  -1 -94 -37 0000 0200
12 10  0 0  19 -1982  0 19 -12 0000 0200
9 7  0 0  19 -1982  0 -28 -1 0000 0200
6 6  0 0  19 -1982  0 52 -12 0000 0200
6 6  0 0  19 -1982  0 31 47 0000 0200
6 7  -1 -1  18 -1982  0 -1 -13 0000 0200
9 10  -1 -1  18 -2015  0 26 33 0000 0200
10 12  0 0  18 -2015  0 -89 -36 0000 0200
13 12  0 0  18 -2015  0 13 -8 0000 0200
15 13  1 1  18 -2015  0 -41 -8 0000 0200
18 15  2 2  18 -2015  0 53 -10 0000 0200
15 13  3 2  18 -2080  0 26 44 0000 0200
13 10  4 2  18 -2080  0 8 -8 0000 0200
10 7  4 2  18 -2080  0 31 32 0000 0200
7 6  3 1  18 -2080  -1 -82 -41 0000 0200
4 6  1 0  17 -2080  0 6 -14 0000 0200
1 3  0 -1  17 -2145  0 -56 -23 0000 0200
-3 0  -3 -2  17 -2145  0 54 -12 0000 0200
-6 -1  -5 -4  17 -2145  0 23 34 0000 0200
-9 -6  -8 -6  17 -2145  0 17 -4 0000 0200
-12 -9  -11 -9  17 -2145  0 35 36 0000 0200
-12 -12  -14 -11  17 -2405  0 -41 -10 0000 0200
-15 -12  -16 -14  17 -2405  0 5 163 0000 0200
-15 -15  -18 -16  17 -2405  0 -75 633 0000 0200
-18 -15  -20 -18  17 -2405  0 -70 1363 0000 0200
-18 -15  -21 -19  16 -2405  0 -63 1911 0000 0200
-15 -15  -22 -20  16 -2502  0 2 1815 0000 0200
-13 -15  -21 -20  16 -2502  0 72 1283 0000 0200
-12 -12  -20 -19  16 -2502  0 55 675 0000 0200
-12 -12  -19 -19  16 -2502  0 28 301 0000 0200
-12 -12  -18 -18  16 -2502  0 -19 121 0000 0200
-12 -12  -17 -17  16 -2567  0 -741 46 0000 0200
-13 -15  -16 -17  16 -2567  0 -2168 16 0000 0200
-16 -19  -16 -17  16 -2567  0 -3197 5 0000 0200
-19 -22  -16 -18  16 -2567  0 -2190 1 0000 0200
-21 -24  -17 -19  15 -2567  0 426 0 0000 0200
-19 -22  -18 -21  15 -2567  0 2379 0 0000 0200
-16 -19  -19 -22  15 -2567  0 2570 0 0000 0200
-13 -16  -19 -23  15 -2567  0 1616 0 0000 0200
-12 -12  -19 -22  15 -2567  -514 792 0 0000 0200
-15 -13  -20 -22  15 -2567  -1939 340 -3 0000 0200
-13 -12  -20 -21  15 -2632  -3420 137 -9 0000 0200
-12 -10  -19 -19  15 -2632  -3010 56 -13 0000 0200
-10 -9  -18 -18  15 -2632  -419 30 -14 0000 0200
-7 -4  -16 -15  15 -2632  2199 21 -135 0000 0200
-3 -1  -14 -12  14 -2632  2986 12 -865 0000 0200
1 4  -11 -9  14 -2632  2157 6 -2601 0000 0200
4 7  -9 -6  14 -2632  1130 2 -4207 0000 0200
6 10  -6 -4  14 -2632  502 0 -3617 0000 0200
6 12  -4 -1  14 -2632  203 0 -509 0000 0200
6 12  -2 1  14 -2632  76 0 2733 0000 0200
9 9  0 3  14 -2567  27 0 3758 0000 0200
7 9  1 4  14 -2567  8 0 2812 0000 0200
6 7  3 5  14 -2567  2 0 1499 0000 0200
4 6  4 6  14 -2567  0 0 673 0000 0200
4 6  5 7  13 -2567  0 0 273 0000 0200
6 9  6 8  13 -2567  0 0 103 0000 0200
6 9  6 8  13 -2567  0 0 36 0000 0200
4 9  5 8  13 -2567  0 0 11 0000 0200
1 7  4 7  13 -2567  0 -48 -7 0000 0200
0 6  2 6  13 -2567  0 -19 -230 0000 0200
0 6  1 5  13 -2535  0 43 -748 0000 0200
0 6  0 4  13 -2535  0 103 -1522 0000 0200
0 4  -1 3  13 -2535  0 80 -1902 0000 0200
0 3  -1 1  13 -2535  -1 -95 -1740 0000 0200
0 3  -2 0  13 -2535  0 -44 -1128 0000 0200
0 0  -2 -1  13 -2502  0 -69 -543 0000 0200
-3 -1  -3 -2  13 -2502  0 12 -265 0000 0200
-4 -3  -4 -3  13 -2502  0 22 -34 0000 0200
-6 -4  -5 -4  13 -2502  0 -24 -62 0000 0200
-6 -3  -5 -5  12 -2502  0 14 20 0000 0200
-6 -4  -6 -5  12 -2502  -1 -96 -42 0000 0200
-6 -6  -6 -5  12 -2502  0 26 -17 0000 0200
-3 -7  -6 -6  12 -2502  0 -20 3 0000 0200
-3 -9  -5 -7  12 -2502  0 49 -27 0000 0200
-6 -12  -5 -8  12 -2502  0 32 61 0000 0200
-6 -12  -5 -9  12 -2502  0 -6 -25 0000 0200
-6 -12  -5 -10  12 -2502  0 24 45 0000 0200
-7 -12  -5 -11  12 -2502  0 -94 -38 0000 0200
-9 -12  -6 -12  12 -2502  0 17 -12 0000 0200
-9 -12  -6 -12  12 -2502  0 -33 -3 0000 0200
-12 -13  -7 -12  12 -2470  0 51 -29 0000 0200
-12 -15  -8 -12  12 -2470  0 28 59 0000 0200
-12 -15  -9 -13  12 -2470  0 2 -26 0000 0200
-12 -13  -10 -13  12 -2470  0 29 52 0000 0200
-10 -12  -10 -13  11 -2470  0 -85 -38 0000 0200
-9 -9  -10 -12  11 -2437  0 10 -4 0000 0200
-10 -12  -10 -12  11 -2437  0 -49 -8 0000 0200
-12 -12  -10 -11  11 -2437  0 54 -31 0000 0200
-12 -12  -10 -11  11 -2437  0 26 55 0000 0200
-9 -12  -10 -11  11 -2437  0 11 -25 0000 0200
-12 -12  -10 -11  11 -2470  0 33 59 0000 0200
-13 -13  -10 -11  11 -2470  -1 -76 -41 0000 0200
-15 -15  -11 -11  11 -2470  0 5 1 0000 0200
-15 -15  -12 -12  11 -2470  0 -62 -16 0000 0200
-12 -12  -12 -12  11 -2470  0 54 -34 0000 0200
-12 -12  -11 -12  11 -2470  0 21 50 0000 0200
-9 -12  -11 -11  11 -2470  0 19 -28 0000 0200
-9 -12  -10 -11  11 -2470  0 36 65 0000 0200
-9 -9  -9 -10  11 -2470  -1 -64 -38 0000 0200
-7 -7  -7 -9  10 -2470  0 3 12 0000 0200
-4 -4  -6 -7  10 -2470  0 -75 -22 0000 0200
-1 0  -5 -5  10 -2470  0 50 -34 0000 0200
1 4  -3 -3  10 -2470  0 14 -21 0000 0200
3 7  -1 0  10 -2470  0 28 -187 0000 0200
3 6  0 2  10 -2470  0 39 -173 0000 0200
0 3  1 3  10 -2470  0 -59 -170 0000 0200
-3 -1  1 3  10 -2470  0 0 52 0000 0200
-6 -4  0 3  10 -2470  0 -79 136 0000 0200
-6 -6  0 1  10 -2470  0 49 141 0000 0200
-6 -6  -1 0  10 -2470  0 8 107 0000 0200
-6 -6  -1 -1  10 -2502  0 35 36 0000 0200
-6 -7  -2 -2  10 -2502  0 38 59 0000 0200
-3 -6  -2 -2  10 -2502  0 -22 1 0000 0200
-1 -4  -1 -3  10 -2502  0 4 153 0000 0200
0 -1  -1 -2  9 -2502  0 -90 581 0000 0200
0 0  0 -1  9 -2437  0 -63 1316 0000 0200
3 1  1 0  9 -2437  0 -60 1894 0000 0200
3 3  2 1  9 -2437  0 10 1844 0000 0200
3 3  3 3  9 -2437  0 67 1327 0000 0200
0 3  4 4  9 -2437  0 51 706 0000 0200
0 1  4 5  9 -2470  0 26 317 0000 0200
-3 -1  4 5  9 -2470  0 -6 129 0000 0200
-6 -4  2 4  9 -2470  0 -669 48 0000 0200
-7 -9  1 2  9 -2470  0 -2060 17 0000 0200
-9 -12  0 0  9 -2470  0 -3174 5 0000 0200
-6 -9  -1 -1  9 -2437  0 -2327 1 0000 0200
-1 -4  0 -1  9 -2437  0 235 0 0000 0200
4 1  0 0  9 -2437  0 2292 0 0000 0200
9 7  2 1  9 -2437  0 2606 0 0000 0200
13 12  5 3  9 -2437  0 1689 0 0000 0200
15 15  7 5  9 -2372  -443 841 0 0000 0200
15 16  9 7  9 -2372  -1804 364 -3 0000 0200
15 15  10 9  9 -2372  -3345 146 -8 0000 0200
13 13  11 11  9 -2372  -3130 60 -13 0000 0200
12 10  12 11  8 -2372  -658 30 -15 0000 0200
7 7  11 11  8 -2275  2055 22 -118 0000 0200
1 1  9 9  8 -2275  2998 15 -771 0000 0200
-3 -3  6 6  8 -2275  2246 8 -2449 0000 0200
-6 -6  3 2  8 -2275  1195 3 -4124 0000 0200
-4 -4  0 0  8 -2275  536 0 -3762 0000 0200
-1 -3  0 -1  8 -2242  217 0 -791 0000 0200
0 -3  -1 -2  8 -2242  82 0 2549 0000 0200
0 -3  -1 -2  8 -2242  29 0 3758 0000 0200
0 -3  0 -2  8 -2242  9 0 2920 0000 0200
0 -6  0 -2  8 -2242  2 0 1580 0000 0200
-3 -6  0 -2  8 -2242  0 0 715 0000 0200
-1 -3  0 -1  8 -2242  0 0 292 0000 0200
0 -1  1 0  8 -2242  0 0 111 0000 0200
3 1  1 0  8 -2242  0 0 40 0000 0200
3 3  2 1  8 -2242  0 0 13 0000 0200
3 6  2 2  8 -2242  -46 18 -7 0000 0200
3 6  2 3  8 -2242  -15 1 -199 0000 0200
1 3  2 4  8 -2242  45 -29 -714 0000 0200
-1 0  1 3  8 -2242  131 -69 -1482 0000 0200
-3 -3  0 2  8 -2242  101 -56 -1882 0000 0200
-4 -3  0 0  8 -2242  -68 17 -1776 0000 0200
-6 -3  -2 -1  8 -2242  -55 16 -1174 0000 0200
-9 -6  -3 -2  8 -2242  -91 34 -606 0000 0200
-9 -6  -5 -3  8 -2242  16 -8 -288 0000 0200
-6 -4  -6 -4  7 -2242  9 -3 -55 0000 0200
-6 -3  -6 -4  7 -2242  0 0 -59 0000 0200
-3 -3  -5 -4  7 -2242  26 -10 31 0000 0200
-3 -1  -5 -3  7 -2242  -75 30 -42 0000 0200
0 3  -3 -1  7 -2242  7 -2 -5 0000 0200
3 7  -2 0  7 -2242  -48 20 -13 0000 0200
6 10  0 2  7 -2242  48 -20 -20 0000 0200
3 12  1 4  7 -2242  21 -8 44 0000 0200
3 12  2 6  7 -2242  14 -5 -15 0000 0200
1 9  2 8  7 -2242  32 -13 50 0000 0200
0 9  2 8  7 -2242  -65 27 -34 0000 0200
1 9  2 9  7 -2307  3 -1 0 0000 0200
0 7  2 8  7 -2307  -61 25 -20 0000 0200
-1 4  1 8  7 -2307  47 -19 -18 0000 0200
-4 1  0 6  7 -2307  16 -6 36 0000 0200
-7 -3  0 4  7 -2307  20 -8 -13 0000 0200
-9 -6  -2 2  7 -2340  33 -13 50 0000 0200
-12 -9  -3 0  7 -2340  -56 23 -32 0000 0200
-12 -9  -5 -2  7 -2340  4 -1 4 0000 0200
-12 -9  -7 -4  7 -2340  -68 29 -26 0000 0200
-12 -9  -8 -6  7 -2340  45 -18 -17 0000 0200
-12 -7  -9 -6  7 -2340  11 -5 28 0000 0200
-10 -6  -9 -6  7 -2340  27 -11 -10 0000 0200
-10 -6  -9 -6  7 -2340  34 -13 52 0000 0200
-12 -6  -9 -6  7 -2340  -42 17 -26 0000 0200
-12 -3  -9 -5  6 -2340  9 -3 10 0000 0200
-12 -3  -9 -4  6 -2307  -78 32 -31 0000 0200
-12 -3  -9 -3  6 -2307  35 -14 -16 0000 0200
-13 -6  -9 -3  6 -2307  0 -1 19 0000 0200
-15 -7  -9 -3  6 -2307  31 -13 -9 0000 0200
-15 -9  -10 -4  6 -2307  34 -14 51 0000 0200
-15 -9  -10 -4  6 -2307  -29 12 -21 0000 0200
-12 -9  -10 -5  6 -2307  9 -4 13 0000 0200
-13 -9  -10 -6  6 -2307  -85 35 -36 0000 0200
-12 -7  -9 -6  6 -2307  31 -13 -13 0000 0200
-9 -1  -8 -5  6 -2307  -6 2 11 0000 0200
-6 1  -7 -3  6 -2307  39 -16 -9 0000 0200
-4 3  -5 -1  6 -2307  33 -12 47 0000 0200
-6 1  -4 0  6 -2307  -19 8 -19 0000 0200
-9 0  -3 0  6 -2307  13 -4 12 0000 0200
-7 1  -3 0  6 -2307  -86 36 -44 0000 0200
-6 3  -3 1  6 -2242  31 -12 -16 0000 0200
-6 3  -2 1  6 -2242  -11 4 0 0000 0200
-6 0  -2 1  6 -2242  40 -16 -7 0000 0200
-9 -4  -2 1  6 -2242  27 -10 42 0000 0200
-12 -7  -3 0  6 -2242  -5 2 -2 0000 0200
-16 -12  -4 -2  6 -2210  12 -5 141 0000 0200
-18 -15  -6 -4  6 -2210  -80 33 528 0000 0200
-16 -12  -7 -6  6 -2210  -57 23 1256 0000 0200
-15 -10  -8 -7  6 -2210  -59 23 1863 0000 0200
-12 -9  -8 -7  5 -2210  12 -5 1872 0000 0200
-12 -9  -7 -6  5 -2112  51 -21 1378 0000 0200
-12 -9  -7 -6  5 -2112  43 -17 747 0000 0200
-12 -7  -6 -5  5 -2112  23 -8 340 0000 0200
-12 -6  -5 -4  5 -2112  9 -9 139 0000 0200
-9 -6  -5 -3  5 -2112  2 -592 52 0000 0200
-10 -6  -4 -3  5 -2112  0 -1946 18 0000 0200
-12 -6  -3 -2  5 -2112  0 -3149 5 0000 0200
-12 -7  -3 -2  5 -2112  0 -2465 1 0000 0200
-12 -7  -2 -1  5 -2112  0 29 0 0000 0200
-12 -6  -2 -1  5 -2112  0 2193 0 0000 0200
-9 -4  -2 -1  5 -2080  0 2637 0 0000 0200
-6 -3  -2 -1  5 -2080  0 1766 0 0000 0200
-4 0  -2 -1  5 -2080  -379 893 0 0000 0200
-1 3  -1 -1  5 -2080  -1678 390 -2 0000 0200
3 6  0 0  5 -2080  -3256 158 -8 0000 0200
3 9  1 1  5 -2047  -3234 64 -13 0000 0200
6 12  3 3  5 -2047  -895 32 -15 0000 0200
7 12  4 5  5 -2047  1901 22 -103 0000 0200
7 12  6 7  5 -2047  2995 16 -678 0000 0200
4 9  7 8  5 -2047  2334 9 -2298 0000 0200
-1 4  7 8  5 -2016  1262 2 -4041 0000 0200
-7 -1  5 7  5 -2016  571 0 -3896 0000 0200
-13 -6  2 4  5 -2016  233 0 -1070 0000 0200
-16 -10  0 1  5 -2016  89 0 2355 0000 0200
-16 -10  -3 0  5 -2016  32 0 3754 0000 0200
-15 -9  -5 -2  5 -2016  10 0 3029 0000 0200
-13 -6  -6 -3  5 -2016  3 0 1665 0000 0200
-10 -3  -6 -2  5 -2016  0 0 760 0000 0200
-12 -3  -5 -1  5 -2016  0 0 311 0000 0200
-12 -3  -4 0  5 -2016  0 0 119 0000 0200
-12 -3  -4 0  5 -2048  0 0 43 0000 0200
-9 0  -4 0  5 -2048  0 0 15 0000 0200
-9 0  -3 0  5 -2048  -47 18 -4 0000 0200
-12 -3  -3 0  5 -2048  -16 2 -169 0000 0200
-13 -6  -4 0  5 -2048  30 -22 -650 0000 0200
-15 -9  -5 -1  5 -2048  135 -71 -1413 0000 0200
-15 -6  -6 -2  5 -2048  112 -62 -1869 0000 0200
-12 -4  -6 -3  5 -2048  -45 6 -1807 0000 0200
-7 -1  -6 -3  5 -2048  -67 20 -1206 0000 0200
-4 3  -4 -2  4 -2048  -124 47 -645 0000 0200
-1 6  -2 0  4 -1984  15 -8 -299 0000 0200
0 6  0 1  4 -1984  4 -2 -72 0000 0200
0 6  1 2  4 -1984  21 -9 -62 0000 0200
0 3  2 3  4 -1984  35 -14 47 0000 0200
0 3  3 4  4 -1984  -49 20 -38 0000 0200
0 3  4 4  4 -1984  3 -1 9 0000 0200
3 6  5 5  4 -1984  -74 30 -29 0000 0200
3 6  6 5  4 -1984  43 -18 -26 0000 0200
0 4  6 5  4 -1984  8 -3 29 0000 0200
-3 1  6 5  4 -1984  28 -12 -24 0000 0200
-4 -1  5 4  4 -2016  33 -14 64 0000 0200
-6 -3  4 2  4 -2016  -38 16 -32 0000 0200
-6 -1  3 1  4 -2016  6 -2 22 0000 0200
-3 0  2 1  4 -2016  -82 34 -31 0000 0200
-1 0  2 0  4 -2016  37 -14 -23 0000 0200
0 3  2 1  4 -1920  0 0 23 0000 0200
3 6  3 1  4 -1920  36 -14 -25 0000 0200
3 6  4 2  4 -1920  33 -13 67 0000 0200
3 9  5 4  4 -1920  -25 10 -32 0000 0200
1 6  6 5  4 -1920  12 -5 33 0000 0200
0 6  6 5  4 -1888  -86 35 -35 0000 0200
-3 3  5 6  4 -1888  29 -11 -22 0000 0200
-6 0  4 5  4 -1888  -9 4 13 0000 0200
-4 0  2 4  4 -1888  40 -16 -31 0000 0200
-3 0  2 3  4 -1888  31 -12 67 0000 0200
0 3  2 2  4 -1824  -15 6 -31 0000 0200
1 6  2 2  4 -1824  15 -6 41 0000 0200
3 7  3 3  4 -1824  -86 34 -37 0000 0200
3 10  4 4  4 -1824  24 -10 -16 0000 0200
3 12  5 6  4 -1824  -20 8 5 0000 0200
1 12  5 7  4 -1760  44 -18 -34 0000 0200
-1 10  5 8  4 -1760  28 -11 67 0000 0200
-4 6  4 8  4 -1760  -6 2 -31 0000 0200
-7 3  3 7  4 -1760  21 -8 51 0000 0200
-7 0  1 6  4 -1760  -83 34 -39 0000 0200
-4 1  0 4  4 -1792  13 -5 -11 0000 0200
0 4  0 3  4 -1792  -33 13 -51 0000 0200
3 7  1 3  4 -1792  49 -20 -183 0000 0200
4 9  3 4  4 -1792  27 -10 -175 0000 0200
3 6  4 4  4 -1792  3 -1 -175 0000 0200
3 6  4 5  4 -1792  27 -10 63 0000 0200
3 9  5 6  4 -1792  -77 32 117 0000 0200
3 7  5 6  4 -1792  8 -2 151 0000 0200
-1 4  5 6  4 -1792  -45 18 81 0000 0200
-6 -1  4 5  4 -1792  48 -20 37 0000 0200
-10 -4  2 3  4 -1728  23 -9 57 0000 0200
-13 -7  0 1  4 -1728  12 -4 10 0000 0200
-15 -9  -3 -1  4 -1728  28 -10 137 0000 0200
-12 -9  -4 -3  4 -1728  -63 27 492 0000 0200
-10 -7  -5 -4  3 -1728  -55 23 1205 0000 0200
-9 -6  -5 -5  3 -1696  -75 31 1826 0000 0200
-9 -3  -5 -4  3 -1696  5 -1 1889 0000 0200
-9 0  -5 -3  3 -1696  41 -16 1419 0000 0200
-9 0  -4 -1  3 -1696  43 -17 785 0000 0200
-9 -1  -4 0  3 -1696  25 -9 362 0000 0200
-9 -3  -3 0  3 -1504  11 -4 149 0000 0200
-7 -1  -3 0  3 -1504  4 -521 56 0000 0200
-4 1  -2 0  3 -1504  1 -1827 19 0000 0200
-1 3  0 1  3 -1504  0 -3099 6 0000 0200
0 3  1 2  3 -1504  0 -2578 1 0000 0200
-3 0  2 3  3 -1440  0 -168 0 0000 0200
-6 -3  2 3  3 -1440  0 2079 0 0000 0200
-9 -3  1 2  3 -1440  0 2649 0 0000 0200
-9 -3  0 0  3 -1440  0 1837 0 0000 0200
-9 -6  -1 -1  3 -1440  -319 944 0 0000 0200
-9 -6  -3 -3  3 -1408  -1556 416 -2 0000 0200
-7 -6  -4 -5  3 -1408  -3159 168 -7 0000 0200
-6 -3  -4 -6  3 -1408  -3325 67 -13 0000 0200
-3 0  -4 -5  3 -1408  -1138 34 -19 0000 0200
-3 3  -3 -4  3 -1408  1735 24 -91 0000 0200
-3 6  -3 -3  3 -1408  2992 16 -595 0000 0200
-3 6  -2 -1  3 -1408  2427 9 -2151 0000 0200
-3 3  -1 0  3 -1408  1334 2 -3946 0000 0200
-6 3  0 0  3 -1408  609 0 -4010 0000 0200
-6 3  0 0  3 -1408  249 0 -1339 0000 0200
-4 4  0 1  3 -1536  95 0 2148 0000 0200
-3 6  0 2  3 -1536  34 0 3733 0000 0200
